date,sudoku,time,difficulty,alg2,version
2022-07-30 12:29:49.173972,"""800000000003600000070090200050007000000045700000100030001000068008500010090000400""",2.69007,1915,False,v2.11
2022-07-30 12:29:49.357383,"""005300000800000020070010500400005300010070006003200080060500009004000030000009700""",0.16532,136,False,v2.11
2022-07-30 12:29:59.621943,"""000000000000003085001020000000507000004000100090000000500000073002010000000040009""",10.24949,7482,False,v2.11
2022-07-30 12:30:19.800552,"""003020600900305001001806400008102900700000008006708200002609500800203009005010300""",0.00277,1,False,v2.11
2022-07-30 12:30:19.805372,"""003020600900305001001806400008102900700000008006708200002609500800203009005010300""",0.00398,1,True,v2.11
2022-07-30 12:30:19.809049,"""005306078200407005000009106008002034040030010130700500709800000800604001450203600""",0.00267,1,False,v2.11
2022-07-30 12:30:19.812761,"""005306078200407005000009106008002034040030010130700500709800000800604001450203600""",0.00277,1,True,v2.11
2022-07-30 12:30:19.830341,"""069800500000000103400000020000170000080006000307020004000040200630000000850000000""",0.01655,9,False,v2.11
2022-07-30 12:30:19.835364,"""069800500000000103400000020000170000080006000307020004000040200630000000850000000""",0.00425,1,True,v2.11
2022-07-30 12:30:19.838597,"""006080300049070250000405000600317004007000800100826009000702000075040190003090600""",0.0023,1,False,v2.11
2022-07-30 12:30:19.842610,"""006080300049070250000405000600317004007000800100826009000702000075040190003090600""",0.00301,1,True,v2.11
2022-07-30 12:30:23.832683,"""800000000003600000070090200050007000000045700000100030001000068008500010090000400""",3.98936,2443,False,v2.11
2022-07-30 12:30:24.429482,"""800000000003600000070090200050007000000045700000100030001000068008500010090000400""",0.59586,265,True,v2.11
2022-07-30 12:30:24.548375,"""005300000800000020070010500400005300010070006003200080060500009004000030000009700""",0.11803,65,False,v2.11
2022-07-30 12:30:24.646182,"""005300000800000020070010500400005300010070006003200080060500009004000030000009700""",0.09649,34,True,v2.11
2022-07-30 12:30:28.210231,"""000000000000003085001020000000507000004000100090000000500000073002010000000040009""",3.56274,3030,False,v2.11
